index,text,company,positive,negative,notr
1160,Telefonum sabah açılmadı haftalarca bekledim, müşteri hizmetlerini aradım ama kimse yardımcı olmadı.,,telefonum sabah açılmadı|haftalarca bekledim|kimse yardımcı olmadı,müşteri hizmetlerini aradım  
1161,Tatilbudur.com ile yaptığım rezervasyon tam bir fiyasko. Otel odası resimlerdeki gibi değil. Temizlik berbat. Bir daha asla.,Tatilbudur.com,,fiyasko|temizlik berbat|asla,
1162,TTNET internetim yine kesildi. Üç gündür ne gelen var ne giden. Bu kadar kötü bir hizmet olamaz.,TTNET,,kötü bir hizmet olamaz|internetim yine kesildi|üç gündür ne gelen var ne giden,
1163,TTNET internetim 3 gündür çalışmıyor. Destek ekibi ilgilenmiyor ve sorun çözülmüyor.,TTNET,,çalışmıyor|ilgilenmiyor|sorun çözülmüyor,
1164,TTNET internet hızım çok yavaş. Video bile izleyemiyorum artık buna bir çözüm bulun.,TTNET,,çok yavaş|Video bile izleyemiyorum,çözüm bulun  
1165,TTNET internet hizmeti çok yavaş. Müşteri hizmetlerini aradığımda sürekli bekletiyorlar ve sorunu çözmüyorlar.,TTNET,,çok yavaş|bekletiyorlar|sorunu çözmüyorlar,
1166,THY'nin müşteri hizmetleri çok hızlı ve yardımcıydı. Teşekkür ederim.,THY,hızlı ve yardımcıydı|teşekkür ederim,,
1167,THY uçuşum yine gecikti zaten her seferinde aynı problem var. Lütfen gecikmeleri azaltmak için bir şeyler yapın,THY,,uçuşum yine gecikti|her seferinde aynı problem var,gecikmeleri azaltmak için  
1168,THY ile uçuş yaptım ve bagajımı kaybettiler. Müşteri hizmetleriyle defalarca görüştüm ama çözüm yok. Bu kadar sorumsuz bir firma görmedim.,THY,,bagajımı kaybettiler|çözüm yok|sorumsuz bir firma,
1169,THY ile uçtuk ve servis gerçekten çok iyiydi. Ancak inişte bagajımızı kaybettiler.,THY,servis çok iyiydi,bagajımızı kaybettiler,
1170,Sürekli şikayet etmeme rağmen MNG Kargo paketleri geç teslim ediyor,MNG Kargo,,geç teslim ediyor|Sürekli şikayet,
1171,Sürekli sipariş verdiğim Yemeksepeti son zamanlarda çok geç teslimat yapıyor ve müşteri hizmetleri dönüş sağlamıyor.,Yemeksepeti,,çok geç teslimat yapıyor|müşteri hizmetleri dönüş sağlamıyor,
1172,Sürekli Halkbank kullanıyorum ama internet şubesi çok yavaş ve kullanıcı dostu değil.,Halkbank,,çok yavaş|kullanıcı dostu değil,
1173,Süpermarketinizde çalışanlar çok yardımcı oldular teşekkür ederim alışverişim çok rahat geçti.,,,teşekkür ederim|çok yardımcı oldular|çok rahat geçti,alışverişim  
1174,Süpermarketin online alışveriş hizmeti mükemmel! Hep vaktinde teslim ediyorlar. Teşekkürler,başka firma,mükemmel|Hep vaktinde teslim ediyorlar,,
1175,Süper hızlı kargolama ve ürün tam istediğim gibi. Teşekkürler! #Amazon,Amazon,süper hızlı|tam istediğim gibi,teşekkürler,
1176,Süper Hizmet! Müşteri temsilcisi çok yardımcı oldu. #GarantiBankası,GarantiBankası,Süper Hizmet|çok yardımcı oldu,,
1177,Superonline'dan aldığım internet iki gündür kesik. Hızlıca çözüm bekliyorum. Yoksa başka bir sağlayıcıya geçeceğim.,Superonline,,kesik|başka bir sağlayıcıya geçeceğim,hızlıca çözüm bekliyorum  
1178,Superonline internetimde sürekli kopmalar yaşıyorum. Defalarca müşteri hizmetlerini aradım ama sorun çözülmüyor. Yardımcı olabilir misiniz?,Superonline,,sorun çözülmüyor,internetimde sürekli kopmalar yaşıyorum|müsteri hizmetlerini aradım  
1179,Superonline internet bağlantısı gayet hızlı ve sorunsuz. Teşekkürler.,Superonline,hızlı|sorunsuz,,
1180,Superonline internet bağlantım sürekli kopuyor. Bir haftadır çözüm bulamadılar. Bıktım artık.,Superonline,,bağlantım sürekli kopuyor|çözüm bulamadılar|Bıktım,
1181,Supermarketlerin fiyatları her gün artıyor. Alışveriş yapmak bile sıkıntı oldu.,Supermarketler,,fiyatları her gün artıyor|alışveriş yapmak bile sıkıntı oldu,
1182,Spotify uygulamasına güncelleme geldi mi? Son sürümde bazı şarkılar eksik.,Spotify,,,güncelleme geldi mi|son sürümde bazı şarkılar eksik  
1183,Son alışverişimde @Migros'tan aldığım ürünlerin son kullanma tarihleri geçmişti. Bu durum kabul edilemez.,Migros,,son kullanma tarihleri geçmişti|kabul edilemez,
1184,Siemens buzdolabı aldım. İlk hafta motoru bozuldu ne rezalet! Servisin gelmesi de tam bir eziyetti.,Siemens,,motoru bozuldu|rezalet|eziyetti,
1185,Sabah 9'da verdiğim sipariş hala gelmedi. Bu kadar beklemeyi hiç beklemiyordum. #Hepsiburada,Hepsiburada,,hala gelmedi|beklemeyi hiç beklemiyordum,
1186,Saat 9:30'da internet kesildi ve hala düzelmedi. Müşteri hizmetlerine ulaşamıyorum. Bu kadar rezalet olamaz.,,,internet kesildi|hala düzelmedi|rezalet olamaz|ulaşamıyorum,
1187,Restoranınızın yemekleri çok lezzetli ama servis hızı çok kötü.,Restoran,yemekleri çok lezzetli,servis hızı çok kötü,
1188,Restoranda yediğimiz yemekler harikaydı fakat garsonların ilgisizliği moralimizi bozdu. #LezzetDurağı,LezzetDurağı,yemekler harikaydı,garsonların ilgisizliği,
1189,Pos cihazınız bozuk mu? Her ödeme yapmaya çalıştığımda sorun yaşıyorum. @garantibbva,garantibbva,,sorun yaşıyorum|bozuk mu,
1190,Paramı yatırmadınız! #GarantiBBVA #şikayetvar,GarantiBBVA,,Paramı yatırmadınız!,
1191,Panda Express'ten aldığım yemek midemi bozdu. Bir daha asla oradan yemek yemem. Hijyen konusunda çok sıkıntılılar.,Panda Express,,midemi bozdu|asla oradan yemek yemem|Hijyen konusunda çok sıkıntılılar,
1192,PTT kargo sorumsuzluğu. Adresime teslim edilmediği gibi şubede de bulamıyorum.,PTT,,sorumsuzluğu|teslim edilmedi|bulamıyorum,
1193,PTT kargo ile gönderdiğim paket 10 gündür teslim edilmedi. Bu nasıl bir hizmet?,PTT,,10 gündür teslim edilmedi|nasıl bir hizmet,
1194,PTT Kargo paketimi tam zamanında teslim etti. Teşekkürler!,PTT Kargo,teslim etti|Teşekkürler!,,
1195,Netflix'te son izlediğim dizi mükemmeldi. Ancak abonelik ücretleri sürekli artıyor.,Netflix,mükemmeldi,abonelik ücretleri sürekli artıyor,
1196,Netflix'in yeni dizisi gerçekten mükemmel olmuş. Herkes izlemeli!,Netflix,mükemmel olmuş,,
1197,Mng Kargo'dan daha kötü bir kargo şirketi görmedim hayatımda. Paketlere hiç özen göstermiyorlar.,Mng Kargo,,görmedim|özen göstermiyorlar,
1198,Migros’tan aldığım yoğurt bozuk çıktı. İade istiyorum ama kimse ilgilenmiyor.,Migros,,bozuk çıktı|kimse ilgilenmiyor,istiyorum  
1199,Migros'tan alışveriş yaptım ancak ürünlerin bir kısmı eksik gönderilmiş bu nasıl bir hizmet anlayışıdır?,Migros,,ürünlerin bir kısmı eksik gönderilmiş,
1200,Migros'tan aldığım ürünlerin kalitesi çok iyi ama fiyatları biraz fazla.,Migros,kalitesi çok iyi,fiyatları biraz fazla,
1201,Migros'tan aldığım elmalar bozuk çıktı. Bu kadar kötü ürün satmanız kabul edilemez. Paramın iadesini istiyorum.,Migros,,bozuk çıktı|kabul edilemez,paramın iadesini istiyorum  
1202,Metro markette fiyatlar uçmuş gerçekten inanılır gibi değil.,Metro market,,uçmuş|inanılır gibi değil,
1203,Metro Marketten aldığım peynir küflenmiş çıktı. Bir daha asla oradan alışveriş yapmam.,Metro Market,,küflenmiş çıktı|asla alışveriş yapmam,
1204,Mağazanızdan aldığım gömlek hemen renk attı. Ürün değişimi için başvurdum ama geri dönüş olmadı. Bir daha asla alışveriş yapmam.,,,renk attı|geri dönüş olmadı|asla alışveriş yapmam,
1205,Mağazanızdan aldığım elbiseyi sadece bir kere giydim dikişleri söküldü @LCW,LCW,,dikişleri söküldü,
1206,İstanbul Havalimanı'nda dün gece valizimi kaybettim. Kimse yardımcı olmuyor. Bu kadar kötü bir hizmet görmedim.,İstanbul Havalimanı,,valizimi kaybettim|Kimse yardımcı olmuyor|kötü bir hizmet görmedim,
1207,Arçelik buzdolabım bozuldu. Teknik servis çağırdım ama bir türlü gelmediler. Bu nasıl bir hizmet?,Arçelik,,bu nasıl bir hizmet|bozuldu|bir türlü gelmediler,
1208,Marketten aldığım ürünlerin bir kısmı eksik ve bozuk çıktı,market,,eksik|bozuk çıktı,
1209,Marketten aldığım meyveler çürük çıktı. Telafi için aradım ama kimse ilgilenmedi.,marketten,,meyveler çürük çıktı|kimse ilgilenmedi,
1210,Market alışverişinde her şey eksiksiz geldi. Ancak sebzeler biraz bayattı.,,her şey eksiksiz geldi,sebzeler biraz bayattı,
1211,Mado'da yediğimiz dondurmalar çok lezzetliydi. Fakat servis çok yavaştı ve garsonlar ilgisizdi.,Mado,lezzetliydi,servis çok yavaştı|garsonlar ilgisizdi,
1212,Maalesef aldığım ürün hatalı çıktı. İade sürecinde de çok uğraştırdılar. Bu kadar kötü bir hizmet beklemiyordum.,,,ürün hatalı çıktı|çok uğraştırdılar|kötü bir hizmet beklemiyordum,
1213,MNG Kargo teslimat süreniz çok uzun oldu 1 haftadır kargom gelmedi neden bu kadar gecikiyor anlamıyorum, MNG Kargo,,1 haftadır kargom gelmedi|teslimat süreniz çok uzun oldu|neden bu kadar gecikiyor,
1214,MNG Kargo paketimi kaybetmiş 3 haftadır bekliyorum hala bulunamadı rezalet bir hizmet,MNG Kargo,,kaybetmiş|bekliyorum|rezalet bir hizmet,
1215,MNG Kargo ile çalışmaktan çok memnunuz. Teslimatlar zamanında ve sorunsuz gerçekleşiyor.,MNG Kargo,memnunuz|zamanında|sorunsuz,,
1216,MNG Kargo ile gönderdiğim paket kayboldu. Nerede olduğunu kimse bilmiyor.,MNG Kargo,,kayboldu|kimse bilmiyor,
1217,LC Waikiki'den aldığım mont çok kaliteli ve rahat.,LC Waikiki,çok kaliteli|rahat,,
1218,LC Waikiki mağazanız harika her zaman buradan alışveriş yapacağım,LC Waikiki,mağazanız harika|alışveriş yapacağım,,
1219,Kotex reklamlarındaki indirimler yanlış bilgi veriyor. Marketten aldığımda indirim uygulanmadı. Müşteri hizmetlerine ulaşmak da çok zor.,Kotex,,yanlış bilgi|ulaşmak zor,
1220,Komşularla problem yaşıyoruz. Yönetim hiç ilgilenmiyor bu durumla.,Yönetim,,problem yaşıyoruz|hiç ilgilenmiyor,
1221,Kazandığım bonuslar kartıma yüklenmedi böyle bir şey olabilir mi? Kartı iptal edeceğim.,,,yüklenmedi|iptal edeceğim,
1222,Kargom günlerdir gelmedi, arayıp sorduğumda sürekli başka bir güne erteliyorlar. Bu nasıl iş anlamıyorum.,,gelmedi|erteliyorlar|anlamıyorum,
1223,Kargo iki haftadır elime ulaşmadı @n11com, n11com,,elime ulaşmadı,
1224,Internet hızım çok düşük. Bu kadar kötü hizmet görmedim. @TürkTelekom lütfen çözün şunu!,,lütfen çözün,çok düşük|kötü hizmet görmedim,
1225,Hiç memnun kalmadım. Ürün hatalı çıktı ve müşteri hizmetleri çözüm sunmadı.,,,memnun kalmadım|hatalı çıktı|çözüm sunmadı,
1226,Her şey mükemmel gidiyordu ama son iki aydır Vodafone Net sürekli kesiliyor. Bu problemi çözmek için ne yapmalıyım?,Vodafone Net,Her şey mükemmel gidiyordu,sürekli kesiliyor,ne yapmalıyım  
1227,Her zaman alışveriş yaptığım #A101'de bu kez personelin ilgisi çok kötüydü. Soruma yanıt alamadım.,A101,,personelin ilgisi çok kötüydü|yanıt alamadım,
1228,Her sabah çocuğumu okula bırakırken @iett otobüsü kaçırıyorum çünkü saatleri tutmuyor.,iett,,saatleri tutmuyor,çocuğumu okula bırakırken  
1229,Her gün elektrik kesintisinden bıktım artık. @EnerjiSA desteğinizi bekliyorum.,EnerjiSA,,bıktım|elektrik kesintisinden,desteğinizi bekliyorum  
1230,Her gün aynı şeyi yaşamak zorunda mıyım? Fiber internet diye abonelik yaptık ama sürekli kesinti yaşıyoruz.,Fiber internet,,sürekli kesinti yaşıyoruz,
1231,Her gün aynı saatlerde internet bağlantım kopuyor. Bu sorunu çözmezseniz abonelik iptali yapacağım.,,,internet bağlantım kopuyor|abonelik iptali yapacağım,bu sorunu çözmezseniz  
1232,Hepsijet kargosunu ilk defa kullandım ve çok hızlı geldi. Teşekkür ederim!,Hepsijet,çok hızlı geldi,,
1233,Hepsiburada'dan satın aldığım üründe eksik parçalar var. Derhal çözüm istiyorum.,Hepsiburada,,eksik parçalar|çözüm istiyorum,
1234,Hepsiburada'dan kargo beklerken ürün yanlış adrese gönderilmiş bu nasıl iş!,Hepsiburada,,yanlış adrese gönderilmiş,bu nasıl iş  
1235,Hepsiburada'dan alışveriş yaptım ve hızla teslim edildi. Teşekkür ederim.,Hepsiburada, hızla teslim edildi|teşekkür ederim,,
1236,Hepsiburada'dan aldığım ürünler eksik geldi ve müşteri hizmetleri hiç yardımcı olmuyor.,Hepsiburada,,ürünler eksik geldi|hiç yardımcı olmuyor,
1237,Hepsiburada'dan aldığım ürün kırık çıktı. Böyle sorumsuzluk olmaz ki! Keyifli alışveriş yapmak istiyoruz.,Hepsiburada,,kırık çıktı|sorumsuzluk olmaz ki,
1238,Hepsiburada'dan aldığım ürün hızlı geldi. Ancak paket hasarlıydı.,Hepsiburada,hızlı geldi,hasarlıydı,
1239,Hepsiburada'dan aldığım telefonun şarjı çok çabuk bitiyor. Bu kadar para verip böyle sorun yaşamak sinir bozucu.,Hepsiburada,,şarjı çok çabuk bitiyor|sinir bozucu,
1240,Hepsiburada'dan aldığım telefon çok hızlı geldi. Gerçekten mükemmel bir hizmet.,Hepsiburada,mükemmel|çok hızlı geldi,,
1241,Hepsiburada'dan aldığım kargo tam zamanında geldi ürün beklediğim gibiydi,Hepsiburada,tam zamanında geldi|beklediğim gibiydi,,
1242,Hepsiburada'dan aldığım bilgisayar beklediğimden çok daha iyi çıktı. Performansı ve hızı harika.,Hepsiburada,çok daha iyi|Performansı ve hızı harika,,
1243,Hem internet hem de televizyon hizmetiniz beklediğimden çok daha kötü @D-Smart,D-Smart,,çok daha kötü,
1244,Hazır giyim sektörüne güvenim kalmadı indirim yapıyoruz diyorlar ama ürünler hep defolu,,indirim yapıyoruz,,güvenim kalmadı|ürünler hep defolu  
1245,Hayatımda gördüğüm en kötü kargo firması #ArasKargo 5 gündür paketim kayıp.,ArasKargo,,kötü|kayıp,
1246,Harika bir kargo servisi sağladığınız için teşekkür ederim @Trendyol,Trendyol,Harika bir kargo servisi sağladığınız için teşekkür ederim,,
1247,Güzel bir alışveriş deneyimiydi. Teşekkür ederim.,Migros,alışveriş deneyimiydi|Teşekkür ederim,,
1248,Gittigidiyor'dan aldığım ürün yanlış çıktı tedarikçiyle iletişime geçip çözüm bulun lütfen,Gittigidiyor,,yanlış çıktı,
1249,Geçen gün Migros'tan aldığım yoğurt bozuk çıktı. Bu kadar büyük bir market zincirine bu yakışmıyor.,Migros,,yoğurt bozuk çıktı|yakışmıyor,
1250,Geçen ay Vatan Bilgisayar'dan aldığım laptop aniden bozuldu. Servise gönderdim ama hala geri dönüş yok.,Vatan Bilgisayar,,bozuldu|hala geri dönüş yok,
1251,Getir'den sipariş verdim ve her şey mükemmeldi,Getir,her şey mükemmeldi,,
1252,Gelen kargomun kutusu yırtık ve içindeki ürün hasarlıydı. Bu ne biçim iş!,Gelen kargo,,yırtık|hasarlı|ne biçim iş!,
1253,Garanti Bankası'ndan nefret ediyorum. Sürekli sorun yaşıyorum ve kimse yardımcı olmuyor.,Garanti Bankası,,nefret ediyorum|sürekli sorun yaşıyorum|kimse yardımcı olmuyor,
1254,Garanti Bankası yeni kredi kartı teklifinizi beğendim ama limit çok düşük. Biraz yükseltme şansımız var mı?,Garanti Bankası,beğendim,,yükseltme şansımız var mı  
1255,Garanti Bankası müşteri hizmetleri çok ilgiliydi. Teşekkürler,Garanti Bankası,müşteri hizmetleri çok ilgiliydi,,
1256,Garanti Bankası müşteri hizmetleri gerçekten çok yardımcı oldu teşekkür ederim,Garanti Bankası,çok yardımcı oldu|teşekkür ederim,,
1257,Garanti BBVA uygulaması yine güncellenemiyor. Bu kadar kötü bir sistem olabilir mi? Bir türlü düzeltemediler,Garanti BBVA,,kötü bir sistem|düzeltemediler,
1258,Garanti BBVA müşteri hizmetlerine ulaşamıyorum sorunumu nasıl çözebilirim?,Garanti BBVA,,ulaşamıyorum,sorunumu nasıl çözebilirim  
1259,Garanti BBVA kartımı kaybettim iptal ettirmek istiyorum hemen nasıl yapabilirim?,Garanti BBVA,,kaybettim,iptal ettirmek istiyorum|nasıl yapabilirim  
1260,Faturamı ödedim hala elektrik kesik. Ne zaman açılacak? @Enerjisa,Enerjisa,,elektrik kesik|Ne zaman açılacak?,Faturamı ödedim  
1261,Faturamı ödedim ama hala hizmet alamıyorum. Bu nasıl bir müşteri deneyimi? @Vodafone,Vodafone,,hala hizmet alamıyorum|nasıl bir müşteri deneyimi,ödedim  
1262,Eğitim setinden hiç memnun kalmadım. Videolar bulanık ve ses kalitesi kötü.,eğitim seti,,bulanık|kötü|hiç memnun kalmadım,
1263,Evkur'dan aldığım mobilyalar çok kalitesiz hemen eskidiler hiç memnun değilim,Evkur,,kalitesiz|hemen eskidiler,
1264,Evkur'dan aldığım mobilyalar beklediğimden daha kaliteli çıktı. Teşekkürler!,Evkur,aldığım mobilyalar beklediğimden daha kaliteli,,
1265,Evkur'dan aldığım TV bozuldu. Tamir için gönderdim ama hala geri dönmediler. Bu kadar ilgisizlik görmedim. Evkur pişmanlıktır.,Evkur,,bozuldu|geri dönmediler|ilgisizlik|pişmanlıktır,
1266,Evimin interneti bir haftadır kesik. Bir türlü çözmediniz @TTDestek. Bu nasıl müşteri memnuniyeti?,TTDestek,,internet kesik|çözmediniz,bu nasıl müşteri memnuniyeti  
1267,Evime aldığım koltuk takımı iki ayda çöktü. @IKEA bu kadar kalitesiz olduğunu bilseydim almazdım,IKEA,,çöktü|kalitesiz,
1268,Evim deprem bölgesi internetimi dondurmak istedim 150 TL istediler bu fırsatçılıktır3 ayım kaldı 80 TL öderim 3 ay biter gereken yerlere de şikayette bulunacağım emin olun ben sokaktayken para istediler hakkımı helal etmiyorum inşallah sizde sokakta kalın.,,,hakkımı helal etmiyorum|fırsatçılıktır|sizde sokakta kalın|şikayette bulunacağım,
1269,Evdeki internet sürekli kopuyor ve müşteri hizmetleri hiç yardımcı olmuyor. Bu kadar kötü bir hizmet görmedim.,,,internet sürekli kopuyor|müşteri hizmetleri hiç yardımcı olmuyor|kötü bir hizmet görmedim,
1270,Evde internet sürekli kesiliyor. Yeter artık @TurkTelekom @TurkTelekomDestek,TurkTelekom|TurkTelekomDestek,,internet sürekli kesiliyor,
1271,Esnaflara özel kredi kampanyanız için teşekkürler #Denizbank,Denizbank,teşekkürler,,
1272,Eski televizyonumuzda çok iyi çalışıyordu ama yeni televizyonla sıkıntı yaşıyorum. Sorun ne olabilir? @Netflix,Netflix,,sıkıntı yaşıyorum,sorun ne olabilir?
1273,Enerjisa faturamı iki katına çıkarmış. Bu kadar zam yapılmaz ki!,Enerjisa,,iki katına çıkarmış,
1274,En sevdiğim kahve markası @KahveDunyasi. Her zaman taze ve lezzetli.,KahveDunyasi,taze|lezzetli,,
1275,Elektrikler yine kesildi bıktık bu sorunlardan! Aklımızı kaçıracağız!,,,bıktık|kesildi|kaçıracağız,
1276,Elektrik kesintileri yüzünden evde artık rahat oturamıyoruz. TEDAŞ bu duruma bir çözüm bulacak mı?,TEDAŞ,,Elektrik kesintileri yüzünden|rahat oturamıyoruz,çözüm bulacak mı  
1277,Elektrik faturam yine yüksek geldi. Durumu anlamak için Enerjisa müşteri hizmetlerini aradım ama çok bekledim ilgilenirseniz sevinirim,Enerjisa,,faturam yüksek,ilgilenirseniz sevinirim|bekledim  
1278,Efsane bir müşteri hizmetleri deneyimi yaşattığınız için teşekkürler. @Amazon,Amazon,Efsane bir müşteri hizmetleri deneyimi yaşattığınız için teşekkürler,,
1279,Dün akşam sipariş verdim ama hala gelmedi bu kadar beklemek zorunda mıyım?,herhangi bir şirket,,hala gelmedi|bu kadar beklemek zorunda mıyım?,
1280,Dün Migros'tan aldığım yoğurt bozuk çıktı. Müşteri hizmetlerine bildirdim ama dönüş yapmadılar.,Migros,,yoğurt bozuk çıktı|dönüş yapmadılar,
1281,D&R’dan aldığım kitabın sayfaları eksik çıktı. Müşteri hizmetleri ilgisiz.,D&R,,sayfaları eksik çıktı|ilgisiz,
1282,Bütün gün boyunca arıyorum ama kimse telefonu açmıyor. Bu nasıl bir müşteri hizmetleri?,,,kimse telefonu açmıyor|nasıl bir müşteri hizmetleri,
1283,Burger King'in patatesleri her zamanki gibi mükemmeldi. Teşekkürler!,Burger King,mükemmeldi|Teşekkürler,,
1284,Bugün sabahki kahvaltı servisi mükemmeldi. Ancak akşam yemeği için aynı şeyi söyleyemeyeceğim. Yemekler soğuk ve tatsızdı,otel,mükemmeldi,Yemekler soğuk ve tatsızdı,ancak akşam yemeği  
1285,Bu sabah @VodafoneTR internet bağlantım sürekli kesiliyor. Bir çözüm bulabilecek misiniz?,VodafoneTR,,sürekli kesiliyor,bir çözüm bulabilecek misiniz?
1286,Bu kadar ilgisiz müşteri hizmeti görmedim. Saatlerce beklettiler sonunda kapattılar.,,,ilgisiz müşteri hizmeti|saatlerce beklettiler|kapattılar,
1287,Bu kadar hızlı kargo beklemiyordum. @Trendyol,Trendyol,hızlı kargo beklemiyordum,,
1288,Bu ayın faturası iki katı geldi. Nedenini öğrenmek istiyorum yardımcı olur musunuz?,,,iki katı geldi,nedenini öğrenmek istiyorum|yardımcı olur musunuz  
1289,Boyner'den aldığım kazak ilk giyişimde yırtıldı. İade etmek istiyorum.,Boyner,,yırtıldı|iade etmek istiyorum,
1290,Bir örnek daha kötü olur mu ya? Yolladığınız gömlek resmen yırtık! #LCW,LCW,,kötü olur mu|yırtık,
1291,Bir kargo firması bu kadar sorumsuz olamaz. Ürünüm 10 gündür gelmedi ve müşteri hizmetleri hiç yardımcı olmuyor.,,, sorumsuz|gelmedi|yardımcı olmuyor,
1292,Bir haftadır internetim kesik. Defalarca aramama rağmen kimse ilgilenmedi. @TurkNet,TurkNet,,defalarca aramama rağmen|kesik|kimse ilgilenmedi,
1293,Bir haftadır aynı sorun devam ediyor. Müşteri hizmetleri cevap bile vermiyor. Superonline.,Superonline,,cevap bile vermiyor|aynı sorun devam ediyor,
1294,Bir daha Amazon'dan alışveriş yapmam. Ürün 3 hafta geç geldi ve hasarlıydı,Amazon,,alışveriş yapmam|3 hafta geç geldi|hasarlıydı,
1295,Bir daha @Trendyol'dan alışveriş yapmam. Gelen ürün hem yanlış hem de berbat bir kalitede. Üstelik iade süreci de çok uğraştırıcı.,Trendyol,,yanlış|berbat bir kalitede|iade süreci uğraştırıcı,
1296,Bir daha #Trendyol'dan asla alışveriş yapmam çünkü iki kez yanlış ürün gönderildi,Trendyol,,yanlış ürün gönderildi|Bir daha asla alışveriş yapmam,
1297,Bir ayda 3 defa su borusu patladı, eve sürekli su basıyor. Bu nasıl bir belediyecilik anlayışıdır?,,su borusu patladı|su basıyor|nasıl bir belediyecilik anlayışıdır,
1298,Bir ay önce aldığım elbise daha ilk yıkamada çekti! @Mango,elbisem çekti,@Mango,,
1299,Bimcell hattım sürekli kesiliyor. Bu sorunu çözmek için daha ne kadar beklemem gerekiyor?,Bimcell,,sürekli kesiliyor|beklemem gerekiyor,
1300,Bim ürünlerini genelde çok beğenirim ama bu sefer aldığım ekmek gerçekten bayattı.,Bim,çok beğenirim,bayattı,
1301,Benimle ilgilendiğiniz için teşekkür ederim ama ürün değişimini yapamamışsınız. #Amazon,Amazon,teşekkür ederim,değişimini yapamamışsınız,
1302,@Getir siparişim iki saat geç geldi ve soğuktu. Böyle bir hizmet kabul edilemez.,Getir,,iki saat geç geldi|soğuktu|kabul edilemez,
1303,Ben hayatımda böyle kötü bir müşteri hizmeti görmedim. Çözüm odaklı bir tane çalışan yok! #Vodafone,Vodafone,,çözüm odaklı değil|kötü müşteri hizmeti,
1304,Beko'dan aldığım buzdolabı bozuldu. Teknik servis 1 haftadır gelmedi.,Beko,,bozuldu|gelmedi,
1305,Başvurduğum krediyi onayladığınız için teşekkür ederim. Ancak şartlar hakkında daha fazla bilgi almak istiyorum. @ZiraatBankasi,ZiraatBankasi,teşekkür ederim,,daha fazla bilgi almak istiyorum  
1306,Başka bankalarla hiçbir sorun yaşamazken @garantibbva sürekli problem çıkarıyor. Artık dayanacak gücüm kalmadı.,garantibbva,,sürekli problem çıkarıyor|dayanacak gücüm kalmadı,
1307,Bankamatiğe kartsız işlemden para yatırdım ama hesaba geçmedi. @GarantiBBVA acil çözüm bekliyorum,Garantibbva,,hesaba geçmedi,acil çözüm bekliyorum  
1308,Bankadan kredi kartımın limitini artırmak için başvurdum ama olumlu yanıt alamadım müşteri temsilcisi de ilgisizdi,Akbank,,olumlu yanıt alamadım|ilgisisizdi,
1309,Banka şubesi önünde saatlerce sıra bekledim hala içeri giremedim kötü hizmet!,,kötü hizmet|saatlerce sıra bekledim,,
1310,Banka hesabımı kapatmak istiyorum ama müşteri temsilcilerine ulaşmam imkansız hale geldi.,,,hesabımı kapatmak|ulaşmam imkansız hale geldi,
1311,Banka hesabımdaki işlem ücreti fazla geldi lütfen kontrol eder misiniz?,,,kontrol eder misiniz?,Banka hesabımdaki işlem ücreti fazla geldi  
1312,Babamın doğum günü için aldığım çiçekler bayat çıktı. Böyle bir hizmet beklemiyordum. Değişim talebim de reddedildi.,,,bayat çıktı|beklemiyordum|reddedildi,doğum günü için aldığım çiçekler  
1313,BB Tekstil'den aldığım kazak yıkandıktan sonra çekti. Mağaza iade kabul etmiyor müşteri memnuniyeti sıfır!,BB Tekstil,,çekti|iade kabul etmiyor|memnuniyeti sıfır,
1314,Arçelik'ten yeni buzdolabı aldık. Ses yapıyor ve soğutmuyor. Servis bir hafta sonra geldi ve hala çözüm yok,Arçelik,,Ses yapıyor|soğutmuyor|hala çözüm yok,Servis bir hafta sonra geldi  
1315,Arçelik'ten aldığım çamaşır makinesi beklentilerimi aştı. Harika performans, Arçelik,Harika performans,,
1316,Arçelik'ten aldığım buzdolabı çok gürültü yapıyor. Teknik servis sürekli erteliyor ve sorun çözülmüyor.,Arçelik,,çok gürültü yapıyor|sürekli erteliyor|sorun çözülmüyor,
1317,Arçelik'ten aldığım buzdolabı ilk haftadan itibaren ses çıkarmaya başladı servis çağırdım ama hala bir çözüm yok,Arçelik,,ses çıkarmaya başladı|çözüm yok,servis çağırdım  
1318,Arçelik'ten aldığım buzdolabı bozuk çıktı. Teknik servis çağırdım ama haftalardır gelen giden yok. Sinir bozucu.,Arçelik,,bozuk çıktı|haftalardır gelen giden yok|Sinir bozucu,
1319,Arçelik'le çalışmak pişmanlıktır. Aldığım buzdolabı sürekli arıza yapıyor.,Arçelik,,pişmanlıktır|sürekli arıza yapıyor,
1320,Arçelik'in buzdolabı modeli süper çalışıyor. Hem enerji tasarrufu sağlıyor hem de sessiz., Arçelik,süper çalışıyor|enerji tasarrufu sağlıyor|sessiz,,
1321,Arçelik buzdolabımın soğutma performansı mükemmel. Gerçekten hakkını veriyor. Teşekkürler Arçelik!,Arçelik,soğutma performansı mükemmel|hakkını veriyor|Teşekkürler Arçelik,,
1322,Arçelik buzdolabımın motoru bir ayda bozuldu. Servis ilgisiz ve bilgisiz.,Arçelik,,motoru bozuldu|ilgisiz|bilgisiz,
1323,Arçelik buzdolabım sürekli arıza veriyor. Servis çağırdım ama bir sonuç alamadım. Hayal kırıklığı.,Arçelik,,arıza veriyor|bir sonuç alamadım|Hayal kırıklığı, 
